gene id, D-loop w/o 2 sections,D-loop wrong boundaries,no locations info, no gene id features, no features, unable to extract
D-loop,,AY195773.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,AY195771.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,AY195766.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,AY195764.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,AY195761.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,AY195757.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,AY195751.1 - It ends at 190 but tRNA-Phe starts at 574,,,,
D-loop,,AY195750.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,AY195748.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,FJ656217.1 - It ends at 16569 instead of 16570,,,,
D-loop,,FJ656216.1 - It ends at 16569 instead of 16570,,,,
D-loop,,,,WARNING: EF657790.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657789.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657788.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657787.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657786.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657785.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657784.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657783.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657782.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657781.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657780.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657779.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657778.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657777.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657776.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657775.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657774.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657773.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657772.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657771.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657770.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657769.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657768.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657767.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657766.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657765.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657764.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657763.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657762.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657761.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657760.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657759.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657758.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657757.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657756.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657755.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657754.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657753.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657752.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657751.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657750.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657749.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657748.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657747.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657746.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657745.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657744.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657743.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657742.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657741.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657740.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657739.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657738.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657737.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657736.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657735.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657734.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657733.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657732.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657731.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657730.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657729.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657728.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657727.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657726.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657725.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657724.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657723.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657722.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657721.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657720.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657719.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657718.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657717.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657716.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657715.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657714.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657713.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657712.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657711.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657710.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657709.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657708.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657707.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657706.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657705.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657704.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657703.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657702.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657701.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657700.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657699.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657698.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657697.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657696.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657695.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657694.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657693.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657692.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657691.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657690.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657689.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657688.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657687.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657686.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657685.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657684.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657683.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657682.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657681.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657680.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657679.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657678.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657677.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657676.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657675.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657674.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657673.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657672.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657671.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657670.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657669.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657668.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657667.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657666.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657665.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657664.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657663.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657662.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657661.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657660.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657659.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657658.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657657.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657656.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657655.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657654.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657653.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657652.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657651.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657650.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657649.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657648.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657647.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657646.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657645.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657644.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657643.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657642.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657641.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657640.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657639.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657638.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657637.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657636.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657635.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657634.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657633.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657632.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657631.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657630.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657629.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657628.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657627.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657626.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657625.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657624.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657623.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657622.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657621.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657620.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657619.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657618.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657617.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657616.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657615.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657614.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657613.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657612.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657611.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657610.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657609.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657608.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657607.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657606.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657605.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657604.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657603.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657602.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657601.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657600.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657599.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657598.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657597.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657596.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657595.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657594.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657593.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657592.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657591.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657590.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657589.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657588.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657587.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657586.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657585.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657584.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657583.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657582.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657581.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657580.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657579.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657578.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657577.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657576.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657575.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657574.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657573.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657572.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657571.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657570.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657569.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657568.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657567.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657566.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657565.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657564.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657563.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657562.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657561.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657560.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657559.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657558.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657557.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657556.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657555.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657554.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657553.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657552.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657551.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657550.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657549.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657548.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657547.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657546.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657545.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657544.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657543.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657542.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657541.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657540.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657539.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657538.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657537.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657536.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657535.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657534.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657533.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657532.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657531.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657530.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657529.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657528.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657527.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657526.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657525.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657524.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657523.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657522.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657521.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657520.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657519.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657518.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657517.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657516.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657515.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657514.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657513.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657512.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657511.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657510.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657509.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657508.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657507.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657506.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657505.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657504.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657503.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657502.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657501.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657500.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657499.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657498.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657497.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657496.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657495.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657494.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657493.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657492.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657491.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657490.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657489.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657488.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657487.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657486.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657485.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657484.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657483.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657482.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657481.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657480.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657479.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657478.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657477.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657476.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657475.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657474.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657473.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657472.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657471.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657470.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657469.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657468.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657467.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657466.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657465.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657464.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657463.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657462.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657461.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657460.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657459.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657458.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657457.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657456.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657455.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657454.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657453.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657452.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657451.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657450.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657449.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657448.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657447.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657446.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657445.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657444.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657443.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657442.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657441.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657440.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657439.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657438.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657437.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657436.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657435.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657434.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657433.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657432.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657431.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657430.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657429.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657428.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657427.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657426.1 - tRNA-Phe starts at 0,,
