gene,haplogroup,tool,#columns
COX1,G,P,mafft_auto,-,68
COX1,G,P,mafft_parttree,-,68
COX1,G,K,clustalo,-,162
COX1,G,K,mafft_auto,-,162
COX1,G,K,mafft_parttree,-,162
COX1,G,B,clustalo,-,192
COX1,G,B,mafft_auto,-,192
COX1,G,B,mafft_parttree,-,192
COX1,G,HV,clustalo,-,82
COX1,G,HV,mafft_auto,-,82
COX1,G,HV,mafft_parttree,-,82
COX1,G,T,clustalo,-,150
COX1,G,T,mafft_auto,-,150
COX1,G,T,mafft_parttree,-,150
COX1,G,R,clustalo,-,112
COX1,G,R,mafft_auto,-,112
COX1,G,R,mafft_parttree,-,112
COX1,G,H,clustalo,-,220
COX1,G,H,mafft_auto,-,220
COX1,G,H,mafft_parttree,-,220
COX1,G,V,clustalo,-,67
COX1,G,V,mafft_auto,-,67
COX1,G,V,mafft_parttree,-,67
COX1,G,U,clustalo,-,219
COX1,G,U,mafft_auto,-,219
COX1,G,U,mafft_parttree,-,219
COX1,Q,Z,clustalo,-,31
COX1,Q,Z,mafft_auto,-,31
COX1,Q,Z,mafft_parttree,-,31
COX1,Q,D,clustalo,-,139
COX1,Q,D,mafft_auto,-,139
COX1,Q,D,mafft_parttree,-,139
COX1,Q,N,clustalo,-,97
COX1,Q,N,mafft_auto,-,97
COX1,Q,N,mafft_parttree,-,97
COX1,Q,A,clustalo,-,100
COX1,Q,A,mafft_auto,-,100
COX1,Q,A,mafft_parttree,-,100
COX1,Q,I,clustalo,-,79
COX1,Q,I,mafft_auto,-,79
COX1,Q,I,mafft_parttree,-,79
COX1,Q,O,clustalo,-,19
COX1,Q,O,mafft_auto,-,19
COX1,Q,O,mafft_parttree,-,19
COX1,Q,S,clustalo,-,21
COX1,Q,S,mafft_auto,-,21
COX1,Q,S,mafft_parttree,-,21
COX1,Q,W,clustalo,-,52
COX1,Q,W,mafft_auto,-,52
COX1,Q,W,mafft_parttree,-,52
COX1,Q,X,clustalo,-,56
COX1,Q,X,mafft_auto,-,56
COX1,Q,X,mafft_parttree,-,56
COX1,Q,Y,clustalo,-,24
COX1,Q,Y,mafft_auto,-,24
COX1,Q,Y,mafft_parttree,-,24
COX1,Q,R0,clustalo,-,44
COX1,Q,R0,mafft_auto,-,44
COX1,Q,R0,mafft_parttree,-,44
COX1,Q,B6,clustalo,-,19
COX1,Q,B6,mafft_auto,-,19
COX1,Q,B6,mafft_parttree,-,19
COX1,Q,F,clustalo,-,80
COX1,Q,F,mafft_auto,-,80
COX1,Q,F,mafft_parttree,-,80
COX1,Q,J,clustalo,-,147
COX1,Q,J,mafft_auto,-,147
COX1,Q,J,mafft_parttree,-,147
COX1,Q,P,clustalo,-,57
COX1,Q,P,mafft_auto,-,57
COX1,Q,P,mafft_parttree,-,57
COX1,Q,K,clustalo,-,155
COX1,Q,K,mafft_auto,-,155
COX1,Q,K,mafft_parttree,-,155
COX1,Q,B,clustalo,-,183
COX1,Q,B,mafft_auto,-,183
COX1,Q,B,mafft_parttree,-,183
COX1,Q,HV,clustalo,-,70
COX1,Q,HV,mafft_auto,-,70
COX1,Q,HV,mafft_parttree,-,70
COX1,Q,T,clustalo,-,141
COX1,Q,T,mafft_auto,-,141
COX1,Q,T,mafft_parttree,-,141
COX1,Q,R,clustalo,-,105
COX1,Q,R,mafft_auto,-,105
COX1,Q,R,mafft_parttree,-,105
COX1,Q,H,clustalo,-,219
COX1,Q,H,mafft_auto,-,219
COX1,Q,H,mafft_parttree,-,219
COX1,Q,V,clustalo,-,55
COX1,Q,V,mafft_auto,-,55
COX1,Q,V,mafft_parttree,-,55
COX1,Q,U,clustalo,-,220
COX1,Q,U,mafft_auto,-,220
COX1,Q,U,mafft_parttree,-,220
COX1,Z,D,clustalo,-,137
COX1,Z,D,mafft_auto,-,137
COX1,Z,D,mafft_parttree,-,137
COX1,Z,N,clustalo,-,96
COX1,Z,N,mafft_auto,-,96
COX1,Z,N,mafft_parttree,-,96
COX1,Z,A,clustalo,-,95
COX1,Z,A,mafft_auto,-,95
COX1,Z,A,mafft_parttree,-,95
COX1,Z,I,clustalo,-,79
COX1,Z,I,mafft_auto,-,79
COX1,Z,I,mafft_parttree,-,79
COX1,Z,O,clustalo,-,17
COX1,Z,O,mafft_auto,-,17
COX1,Z,O,mafft_parttree,-,17
COX1,Z,S,clustalo,-,18
COX1,Z,S,mafft_auto,-,18
COX1,Z,S,mafft_parttree,-,18
COX1,Z,W,clustalo,-,51
COX1,Z,W,mafft_auto,-,51
COX1,Z,W,mafft_parttree,-,51
COX1,Z,X,clustalo,-,54
COX1,Z,X,mafft_auto,-,54
COX1,Z,X,mafft_parttree,-,54
COX1,Z,Y,clustalo,-,21
COX1,Z,Y,mafft_auto,-,21
COX1,Z,Y,mafft_parttree,-,21
COX1,Z,R0,clustalo,-,41
COX1,Z,R0,mafft_auto,-,41
COX1,Z,R0,mafft_parttree,-,41
COX1,Z,B6,clustalo,-,16
COX1,Z,B6,mafft_auto,-,16
COX1,Z,B6,mafft_parttree,-,16
COX1,Z,F,clustalo,-,74
COX1,Z,F,mafft_auto,-,74
COX1,Z,F,mafft_parttree,-,74
COX1,Z,J,clustalo,-,145
COX1,Z,J,mafft_auto,-,145
COX1,Z,J,mafft_parttree,-,145
COX1,Z,P,clustalo,-,52
COX1,Z,P,mafft_auto,-,52
COX1,Z,P,mafft_parttree,-,52
COX1,Z,K,clustalo,-,153
COX1,Z,K,mafft_auto,-,153
COX1,Z,K,mafft_parttree,-,153
COX1,Z,B,clustalo,-,185
COX1,Z,B,mafft_auto,-,185
COX1,Z,B,mafft_parttree,-,185
COX1,Z,HV,clustalo,-,69
COX1,Z,HV,mafft_auto,-,69
COX1,Z,HV,mafft_parttree,-,69
COX1,Z,T,clustalo,-,139
COX1,Z,T,mafft_auto,-,139
COX1,Z,T,mafft_parttree,-,139
COX1,Z,R,clustalo,-,102
COX1,Z,R,mafft_auto,-,102
COX1,Z,R,mafft_parttree,-,102
COX1,Z,H,clustalo,-,218
COX1,Z,H,mafft_auto,-,218
COX1,Z,H,mafft_parttree,-,218
COX1,Z,V,clustalo,-,50
COX1,Z,V,mafft_auto,-,50
COX1,Z,V,mafft_parttree,-,50
COX1,Z,U,clustalo,-,217
COX1,Z,U,mafft_auto,-,217
COX1,Z,U,mafft_parttree,-,217
COX1,D,N,clustalo,-,177
COX1,D,N,mafft_auto,-,177
COX1,D,N,mafft_parttree,-,177
COX1,D,A,clustalo,-,177
COX1,D,A,mafft_auto,-,177
COX1,D,A,mafft_parttree,-,177
COX1,D,I,clustalo,-,170
COX1,D,I,mafft_auto,-,170
COX1,D,I,mafft_parttree,-,170
COX1,D,O,clustalo,-,133
COX1,D,O,mafft_auto,-,133
COX1,D,O,mafft_parttree,-,133
COX1,D,S,clustalo,-,133
COX1,D,S,mafft_auto,-,133
COX1,D,S,mafft_parttree,-,133
COX1,D,W,clustalo,-,151
COX1,D,W,mafft_auto,-,151
COX1,D,W,mafft_parttree,-,151
COX1,D,X,clustalo,-,150
COX1,D,X,mafft_auto,-,150
COX1,D,X,mafft_parttree,-,150
COX1,D,Y,clustalo,-,136
COX1,D,Y,mafft_auto,-,136
COX1,D,Y,mafft_parttree,-,136
COX1,D,R0,clustalo,-,143
COX1,D,R0,mafft_auto,-,143
COX1,D,R0,mafft_parttree,-,143
COX1,D,B6,clustalo,-,133
COX1,D,B6,mafft_auto,-,133
COX1,D,B6,mafft_parttree,-,133
COX1,D,F,clustalo,-,167
COX1,D,F,mafft_auto,-,167
COX1,D,F,mafft_parttree,-,167
COX1,D,J,clustalo,-,206
COX1,D,J,mafft_auto,-,206
COX1,D,J,mafft_parttree,-,206
COX1,D,P,clustalo,-,158
COX1,D,P,mafft_auto,-,158
COX1,D,P,mafft_parttree,-,158
COX1,D,K,clustalo,-,208
COX1,D,K,mafft_auto,-,208
COX1,D,K,mafft_parttree,-,208
COX1,D,B,clustalo,-,239
COX1,D,B,mafft_auto,-,239
COX1,D,B,mafft_parttree,-,239
COX1,D,HV,clustalo,-,164
COX1,D,HV,mafft_auto,-,164
COX1,D,HV,mafft_parttree,-,164
COX1,D,T,clustalo,-,204
COX1,D,T,mafft_auto,-,204
COX1,D,T,mafft_parttree,-,204
COX1,D,R,clustalo,-,186
COX1,D,R,mafft_auto,-,186
COX1,D,R,mafft_parttree,-,186
COX1,D,H,clustalo,-,240
COX1,D,H,mafft_auto,-,240
COX1,D,H,mafft_parttree,-,240
COX1,D,V,clustalo,-,148
COX1,D,V,mafft_auto,-,148
COX1,D,V,mafft_parttree,-,148
COX1,D,U,clustalo,-,252
COX1,D,U,mafft_auto,-,252
COX1,D,U,mafft_parttree,-,252
COX1,N,A,clustalo,-,150
COX1,N,A,mafft_auto,-,150
COX1,N,A,mafft_parttree,-,150
COX1,N,I,clustalo,-,130
COX1,N,I,mafft_auto,-,130
COX1,N,I,mafft_parttree,-,130
COX1,N,O,clustalo,-,88
COX1,N,O,mafft_auto,-,88
COX1,N,O,mafft_parttree,-,88
COX1,N,S,clustalo,-,90
COX1,N,S,mafft_auto,-,90
COX1,N,S,mafft_parttree,-,90
COX1,N,W,clustalo,-,114
COX1,N,W,mafft_auto,-,114
COX1,N,W,mafft_parttree,-,114
COX1,N,X,clustalo,-,111
COX1,N,X,mafft_auto,-,111
COX1,N,X,mafft_parttree,-,111
COX1,N,Y,clustalo,-,92
COX1,N,Y,mafft_auto,-,92
COX1,N,Y,mafft_parttree,-,92
COX1,N,R0,clustalo,-,104
COX1,N,R0,mafft_auto,-,104
COX1,N,R0,mafft_parttree,-,104
COX1,N,B6,clustalo,-,89
COX1,N,B6,mafft_auto,-,89
COX1,N,B6,mafft_parttree,-,89
COX1,N,F,clustalo,-,130
COX1,N,F,mafft_auto,-,130
COX1,N,F,mafft_parttree,-,130
COX1,N,J,clustalo,-,181
COX1,N,J,mafft_auto,-,181
COX1,N,J,mafft_parttree,-,181
COX1,N,P,clustalo,-,114
COX1,N,P,mafft_auto,-,114
COX1,N,P,mafft_parttree,-,114
COX1,N,K,clustalo,-,191
COX1,N,K,mafft_auto,-,191
COX1,N,K,mafft_parttree,-,191
COX1,N,B,clustalo,-,213
COX1,N,B,mafft_auto,-,213
COX1,N,B,mafft_parttree,-,213
COX1,N,HV,clustalo,-,123
COX1,N,HV,mafft_auto,-,123
COX1,N,HV,mafft_parttree,-,123
COX1,N,T,clustalo,-,169
COX1,N,T,mafft_auto,-,169
COX1,N,T,mafft_parttree,-,169
COX1,N,R,clustalo,-,149
COX1,N,R,mafft_auto,-,149
COX1,N,R,mafft_parttree,-,149
COX1,N,H,clustalo,-,228
COX1,N,H,mafft_auto,-,228
COX1,N,H,mafft_parttree,-,228
COX1,N,V,clustalo,-,112
COX1,N,V,mafft_auto,-,112
COX1,N,V,mafft_parttree,-,112
COX1,N,U,clustalo,-,235
COX1,N,U,mafft_auto,-,235
COX1,N,U,mafft_parttree,-,235
COX1,A,I,clustalo,-,131
COX1,A,I,mafft_auto,-,131
COX1,A,I,mafft_parttree,-,131
COX1,A,O,clustalo,-,87
COX1,A,O,mafft_auto,-,87
COX1,A,O,mafft_parttree,-,87
COX1,A,S,clustalo,-,89
COX1,A,S,mafft_auto,-,89
COX1,A,S,mafft_parttree,-,89
COX1,A,W,clustalo,-,114
COX1,A,W,mafft_auto,-,114
COX1,A,W,mafft_parttree,-,114
COX1,A,X,clustalo,-,116
COX1,A,X,mafft_auto,-,116
COX1,A,X,mafft_parttree,-,116
COX1,A,Y,clustalo,-,92
COX1,A,Y,mafft_auto,-,92
COX1,A,Y,mafft_parttree,-,92
COX1,A,R0,clustalo,-,107
COX1,A,R0,mafft_auto,-,107
COX1,A,R0,mafft_parttree,-,107
COX1,A,B6,clustalo,-,88
COX1,A,B6,mafft_auto,-,88
COX1,A,B6,mafft_parttree,-,88
COX1,A,F,clustalo,-,131
COX1,A,F,mafft_auto,-,131
COX1,A,F,mafft_parttree,-,131
COX1,A,J,clustalo,-,183
COX1,A,J,mafft_auto,-,183
COX1,A,J,mafft_parttree,-,183
COX1,A,P,clustalo,-,114
COX1,A,P,mafft_auto,-,114
COX1,A,P,mafft_parttree,-,114
COX1,A,K,clustalo,-,190
COX1,A,K,mafft_auto,-,190
COX1,A,K,mafft_parttree,-,190
COX1,A,B,clustalo,-,218
COX1,A,B,mafft_auto,-,218
COX1,A,B,mafft_parttree,-,218
COX1,A,HV,clustalo,-,122
COX1,A,HV,mafft_auto,-,122
COX1,A,HV,mafft_parttree,-,122
COX1,A,T,clustalo,-,182
COX1,A,T,mafft_auto,-,182
COX1,A,T,mafft_parttree,-,182
COX1,A,R,clustalo,-,154
COX1,A,R,mafft_auto,-,154
COX1,A,R,mafft_parttree,-,154
COX1,A,H,clustalo,-,224
COX1,A,H,mafft_auto,-,224
COX1,A,H,mafft_parttree,-,224
COX1,A,V,clustalo,-,111
COX1,A,V,mafft_auto,-,111
COX1,A,V,mafft_parttree,-,111
COX1,A,U,clustalo,-,248
COX1,A,U,mafft_auto,-,248
COX1,A,U,mafft_parttree,-,248
COX1,I,O,clustalo,-,69
COX1,I,O,mafft_auto,-,69
COX1,I,O,mafft_parttree,-,69
COX1,I,S,clustalo,-,71
COX1,I,S,mafft_auto,-,71
COX1,I,S,mafft_parttree,-,71
COX1,I,W,clustalo,-,98
COX1,I,W,mafft_auto,-,98
COX1,I,W,mafft_parttree,-,98
COX1,I,X,clustalo,-,95
COX1,I,X,mafft_auto,-,95
COX1,I,X,mafft_parttree,-,95
COX1,I,Y,clustalo,-,73
COX1,I,Y,mafft_auto,-,73
COX1,I,Y,mafft_parttree,-,73
COX1,I,R0,clustalo,-,92
COX1,I,R0,mafft_auto,-,92
COX1,I,R0,mafft_parttree,-,92
COX1,I,B6,clustalo,-,70
COX1,I,B6,mafft_auto,-,70
COX1,I,B6,mafft_parttree,-,70
COX1,I,F,clustalo,-,119
COX1,I,F,mafft_auto,-,119
COX1,I,F,mafft_parttree,-,119
COX1,I,J,clustalo,-,165
COX1,I,J,mafft_auto,-,165
COX1,I,J,mafft_parttree,-,165
COX1,I,P,clustalo,-,101
COX1,I,P,mafft_auto,-,101
COX1,I,P,mafft_parttree,-,101
COX1,I,K,clustalo,-,177
COX1,I,K,mafft_auto,-,177
COX1,I,K,mafft_parttree,-,177
COX1,I,B,clustalo,-,199
COX1,I,B,mafft_auto,-,199
COX1,I,B,mafft_parttree,-,199
COX1,I,HV,clustalo,-,110
COX1,I,HV,mafft_auto,-,110
COX1,I,HV,mafft_parttree,-,110
COX1,I,T,clustalo,-,158
COX1,I,T,mafft_auto,-,158
COX1,I,T,mafft_parttree,-,158
COX1,I,R,clustalo,-,134
COX1,I,R,mafft_auto,-,134
COX1,I,R,mafft_parttree,-,134
COX1,I,H,clustalo,-,215
COX1,I,H,mafft_auto,-,215
COX1,I,H,mafft_parttree,-,215
COX1,I,V,clustalo,-,93
COX1,I,V,mafft_auto,-,93
COX1,I,V,mafft_parttree,-,93
COX1,I,U,clustalo,-,228
COX1,I,U,mafft_auto,-,228
COX1,I,U,mafft_parttree,-,228
COX1,O,S,clustalo,-,5
COX1,O,S,mafft_auto,-,5
COX1,O,S,mafft_parttree,-,5
COX1,O,W,clustalo,-,42
COX1,O,W,mafft_auto,-,42
COX1,O,W,mafft_parttree,-,42
COX1,O,X,clustalo,-,41
COX1,O,X,mafft_auto,-,41
COX1,O,X,mafft_parttree,-,41
COX1,O,Y,clustalo,-,9
COX1,O,Y,mafft_auto,-,9
COX1,O,Y,mafft_parttree,-,9
COX1,O,R0,clustalo,-,30
COX1,O,R0,mafft_auto,-,30
COX1,O,R0,mafft_parttree,-,30
COX1,O,B6,clustalo,-,3
COX1,O,B6,mafft_auto,-,3
COX1,O,B6,mafft_parttree,-,3
COX1,O,F,clustalo,-,68
COX1,O,F,mafft_auto,-,68
COX1,O,F,mafft_parttree,-,68
COX1,O,J,clustalo,-,138
COX1,O,J,mafft_auto,-,138
COX1,O,J,mafft_parttree,-,138
COX1,O,P,clustalo,-,44
COX1,O,P,mafft_auto,-,44
COX1,O,P,mafft_parttree,-,44
COX1,O,K,clustalo,-,148
COX1,O,K,mafft_auto,-,148
COX1,O,K,mafft_parttree,-,148
COX1,O,B,clustalo,-,179
COX1,O,B,mafft_auto,-,179
COX1,O,B,mafft_parttree,-,179
COX1,O,HV,clustalo,-,58
COX1,O,HV,mafft_auto,-,58
COX1,O,HV,mafft_parttree,-,58
COX1,O,T,clustalo,-,133
COX1,O,T,mafft_auto,-,133
COX1,O,T,mafft_parttree,-,133
COX1,O,R,clustalo,-,95
COX1,O,R,mafft_auto,-,95
COX1,O,R,mafft_parttree,-,95
COX1,O,H,clustalo,-,217
COX1,O,H,mafft_auto,-,217
COX1,O,H,mafft_parttree,-,217
COX1,O,V,clustalo,-,43
COX1,O,V,mafft_auto,-,43
COX1,O,V,mafft_parttree,-,43
COX1,O,U,clustalo,-,213
COX1,O,U,mafft_auto,-,213
COX1,O,U,mafft_parttree,-,213
COX1,S,W,clustalo,-,41
COX1,S,W,mafft_auto,-,41
COX1,S,W,mafft_parttree,-,41
COX1,S,X,clustalo,-,44
COX1,S,X,mafft_auto,-,44
COX1,S,X,mafft_parttree,-,44
COX1,S,Y,clustalo,-,10
COX1,S,Y,mafft_auto,-,10
COX1,S,Y,mafft_parttree,-,10
COX1,S,R0,clustalo,-,31
COX1,S,R0,mafft_auto,-,31
COX1,S,R0,mafft_parttree,-,31
COX1,S,B6,clustalo,-,4
COX1,S,B6,mafft_auto,-,4
COX1,S,B6,mafft_parttree,-,4
COX1,S,F,clustalo,-,69
COX1,S,F,mafft_auto,-,69
COX1,S,F,mafft_parttree,-,69
COX1,S,J,clustalo,-,138
COX1,S,J,mafft_auto,-,138
COX1,S,J,mafft_parttree,-,138
COX1,S,P,clustalo,-,44
COX1,S,P,mafft_auto,-,44
COX1,S,P,mafft_parttree,-,44
COX1,S,K,clustalo,-,150
COX1,S,K,mafft_auto,-,150
COX1,S,K,mafft_parttree,-,150
COX1,S,B,clustalo,-,180
COX1,S,B,mafft_auto,-,180
COX1,S,B,mafft_parttree,-,180
COX1,S,HV,clustalo,-,61
COX1,S,HV,mafft_auto,-,61
COX1,S,HV,mafft_parttree,-,61
COX1,S,T,clustalo,-,134
COX1,S,T,mafft_auto,-,134
COX1,S,T,mafft_parttree,-,134
COX1,S,R,clustalo,-,95
COX1,S,R,mafft_auto,-,95
COX1,S,R,mafft_parttree,-,95
COX1,S,H,clustalo,-,218
COX1,S,H,mafft_auto,-,218
COX1,S,H,mafft_parttree,-,218
COX1,S,V,clustalo,-,43
COX1,S,V,mafft_auto,-,43
COX1,S,V,mafft_parttree,-,43
COX1,S,U,clustalo,-,213
COX1,S,U,mafft_auto,-,213
COX1,S,U,mafft_parttree,-,213
COX1,W,X,clustalo,-,74
COX1,W,X,mafft_auto,-,74
COX1,W,X,mafft_parttree,-,74
COX1,W,Y,clustalo,-,44
COX1,W,Y,mafft_auto,-,44
COX1,W,Y,mafft_parttree,-,44
COX1,W,R0,clustalo,-,64
COX1,W,R0,mafft_auto,-,64
COX1,W,R0,mafft_parttree,-,64
COX1,W,B6,clustalo,-,41
COX1,W,B6,mafft_auto,-,41
COX1,W,B6,mafft_parttree,-,41
COX1,W,F,clustalo,-,90
COX1,W,F,mafft_auto,-,90
COX1,W,F,mafft_parttree,-,90
COX1,W,J,clustalo,-,155
COX1,W,J,mafft_auto,-,155
COX1,W,J,mafft_parttree,-,155
COX1,W,P,clustalo,-,76
COX1,W,P,mafft_auto,-,76
COX1,W,P,mafft_parttree,-,76
COX1,W,K,clustalo,-,162
COX1,W,K,mafft_auto,-,162
COX1,W,K,mafft_parttree,-,162
COX1,W,B,clustalo,-,192
COX1,W,B,mafft_auto,-,192
COX1,W,B,mafft_parttree,-,192
COX1,W,HV,clustalo,-,87
COX1,W,HV,mafft_auto,-,87
COX1,W,HV,mafft_parttree,-,87
COX1,W,T,clustalo,-,155
COX1,W,T,mafft_auto,-,155
COX1,W,T,mafft_parttree,-,155
COX1,W,R,clustalo,-,120
COX1,W,R,mafft_auto,-,120
COX1,W,R,mafft_parttree,-,120
COX1,W,H,clustalo,-,218
COX1,W,H,mafft_auto,-,218
COX1,W,H,mafft_parttree,-,218
COX1,W,V,clustalo,-,69
COX1,W,V,mafft_auto,-,69
COX1,W,V,mafft_parttree,-,69
COX1,W,U,clustalo,-,220
COX1,W,U,mafft_auto,-,220
COX1,W,U,mafft_parttree,-,220
COX1,X,Y,clustalo,-,48
COX1,X,Y,mafft_auto,-,48
COX1,X,Y,mafft_parttree,-,48
COX1,X,R0,clustalo,-,65
COX1,X,R0,mafft_auto,-,65
COX1,X,R0,mafft_parttree,-,65
COX1,X,B6,clustalo,-,42
COX1,X,B6,mafft_auto,-,42
COX1,X,B6,mafft_parttree,-,42
COX1,X,F,clustalo,-,99
COX1,X,F,mafft_auto,-,99
COX1,X,F,mafft_parttree,-,99
COX1,X,J,clustalo,-,157
COX1,X,J,mafft_auto,-,157
COX1,X,J,mafft_parttree,-,157
COX1,X,P,clustalo,-,82
COX1,X,P,mafft_auto,-,82
COX1,X,P,mafft_parttree,-,82
COX1,X,K,clustalo,-,165
COX1,X,K,mafft_auto,-,165
COX1,X,K,mafft_parttree,-,165
COX1,X,B,clustalo,-,196
COX1,X,B,mafft_auto,-,196
COX1,X,B,mafft_parttree,-,196
COX1,X,HV,clustalo,-,86
COX1,X,HV,mafft_auto,-,86
COX1,X,HV,mafft_parttree,-,86
COX1,X,T,clustalo,-,155
COX1,X,T,mafft_auto,-,155
COX1,X,T,mafft_parttree,-,155
COX1,X,R,clustalo,-,121
COX1,X,R,mafft_auto,-,121
COX1,X,R,mafft_parttree,-,121
COX1,X,H,clustalo,-,223
COX1,X,H,mafft_auto,-,223
COX1,X,H,mafft_parttree,-,223
COX1,X,V,clustalo,-,73
COX1,X,V,mafft_auto,-,73
COX1,X,V,mafft_parttree,-,73
COX1,X,U,clustalo,-,227
COX1,X,U,mafft_auto,-,227
COX1,X,U,mafft_parttree,-,227
COX1,Y,R0,clustalo,-,35
COX1,Y,R0,mafft_auto,-,35
COX1,Y,R0,mafft_parttree,-,35
COX1,Y,B6,clustalo,-,8
COX1,Y,B6,mafft_auto,-,8
COX1,Y,B6,mafft_parttree,-,8
COX1,Y,F,clustalo,-,73
COX1,Y,F,mafft_auto,-,73
COX1,Y,F,mafft_parttree,-,73
COX1,Y,J,clustalo,-,140
COX1,Y,J,mafft_auto,-,140
COX1,Y,J,mafft_parttree,-,140
COX1,Y,P,clustalo,-,47
COX1,Y,P,mafft_auto,-,47
COX1,Y,P,mafft_parttree,-,47
COX1,Y,K,clustalo,-,151
COX1,Y,K,mafft_auto,-,151
COX1,Y,K,mafft_parttree,-,151
COX1,Y,B,clustalo,-,182
COX1,Y,B,mafft_auto,-,182
COX1,Y,B,mafft_parttree,-,182
COX1,Y,HV,clustalo,-,64
COX1,Y,HV,mafft_auto,-,64
COX1,Y,HV,mafft_parttree,-,64
COX1,Y,T,clustalo,-,136
COX1,Y,T,mafft_auto,-,136
COX1,Y,T,mafft_parttree,-,136
COX1,Y,R,clustalo,-,97
COX1,Y,R,mafft_auto,-,97
COX1,Y,R,mafft_parttree,-,97
COX1,Y,H,clustalo,-,218
COX1,Y,H,mafft_auto,-,218
COX1,Y,H,mafft_parttree,-,218
COX1,Y,V,clustalo,-,45
COX1,Y,V,mafft_auto,-,45
COX1,Y,V,mafft_parttree,-,45
COX1,Y,U,clustalo,-,216
COX1,Y,U,mafft_auto,-,216
COX1,Y,U,mafft_parttree,-,216
COX1,R0,B6,clustalo,-,29
COX1,R0,B6,mafft_auto,-,29
COX1,R0,B6,mafft_parttree,-,29
COX1,R0,F,clustalo,-,84
COX1,R0,F,mafft_auto,-,84
COX1,R0,F,mafft_parttree,-,84
COX1,R0,J,clustalo,-,153
COX1,R0,J,mafft_auto,-,153
COX1,R0,J,mafft_parttree,-,153
COX1,R0,P,clustalo,-,66
COX1,R0,P,mafft_auto,-,66
COX1,R0,P,mafft_parttree,-,66
COX1,R0,K,clustalo,-,157
COX1,R0,K,mafft_auto,-,157
COX1,R0,K,mafft_parttree,-,157
COX1,R0,B,clustalo,-,189
COX1,R0,B,mafft_auto,-,189
COX1,R0,B,mafft_parttree,-,189
COX1,R0,HV,clustalo,-,80
COX1,R0,HV,mafft_auto,-,80
COX1,R0,HV,mafft_parttree,-,80
COX1,R0,T,clustalo,-,146
COX1,R0,T,mafft_auto,-,146
COX1,R0,T,mafft_parttree,-,146
COX1,R0,R,clustalo,-,109
COX1,R0,R,mafft_auto,-,109
COX1,R0,R,mafft_parttree,-,109
COX1,R0,H,clustalo,-,219
COX1,R0,H,mafft_auto,-,219
COX1,R0,H,mafft_parttree,-,219
COX1,R0,V,clustalo,-,64
COX1,R0,V,mafft_auto,-,64
COX1,R0,V,mafft_parttree,-,64
COX1,R0,U,clustalo,-,221
COX1,R0,U,mafft_auto,-,221
COX1,R0,U,mafft_parttree,-,221
COX1,B6,F,clustalo,-,68
COX1,B6,F,mafft_auto,-,68
COX1,B6,F,mafft_parttree,-,68
COX1,B6,J,clustalo,-,138
COX1,B6,J,mafft_auto,-,138
COX1,B6,J,mafft_parttree,-,138
COX1,B6,P,clustalo,-,43
COX1,B6,P,mafft_auto,-,43
COX1,B6,P,mafft_parttree,-,43
COX1,B6,K,clustalo,-,149
COX1,B6,K,mafft_auto,-,149
COX1,B6,K,mafft_parttree,-,149
COX1,B6,B,clustalo,-,180
COX1,B6,B,mafft_auto,-,180
COX1,B6,B,mafft_parttree,-,180
COX1,B6,HV,clustalo,-,59
COX1,B6,HV,mafft_auto,-,59
COX1,B6,HV,mafft_parttree,-,59
COX1,B6,T,clustalo,-,132
COX1,B6,T,mafft_auto,-,132
COX1,B6,T,mafft_parttree,-,132
COX1,B6,R,clustalo,-,94
COX1,B6,R,mafft_auto,-,94
COX1,B6,R,mafft_parttree,-,94
COX1,B6,H,clustalo,-,218
COX1,B6,H,mafft_auto,-,218
COX1,B6,H,mafft_parttree,-,218
COX1,B6,V,clustalo,-,42
COX1,B6,V,mafft_auto,-,42
COX1,B6,V,mafft_parttree,-,42
COX1,B6,U,clustalo,-,214
COX1,B6,U,mafft_auto,-,214
COX1,B6,U,mafft_parttree,-,214
COX1,F,J,clustalo,-,166
COX1,F,J,mafft_auto,-,166
COX1,F,J,mafft_parttree,-,166
COX1,F,P,clustalo,-,95
COX1,F,P,mafft_auto,-,95
COX1,F,P,mafft_parttree,-,95
COX1,F,K,clustalo,-,179
COX1,F,K,mafft_auto,-,179
COX1,F,K,mafft_parttree,-,179
COX1,F,B,clustalo,-,206
COX1,F,B,mafft_auto,-,206
COX1,F,B,mafft_parttree,-,206
COX1,F,HV,clustalo,-,110
COX1,F,HV,mafft_auto,-,110
COX1,F,HV,mafft_parttree,-,110
COX1,F,T,clustalo,-,173
COX1,F,T,mafft_auto,-,173
COX1,F,T,mafft_parttree,-,173
COX1,F,R,clustalo,-,132
COX1,F,R,mafft_auto,-,132
COX1,F,R,mafft_parttree,-,132
COX1,F,H,clustalo,-,226
COX1,F,H,mafft_auto,-,226
COX1,F,H,mafft_parttree,-,226
COX1,F,V,clustalo,-,93
COX1,F,V,mafft_auto,-,93
COX1,F,V,mafft_parttree,-,93
COX1,F,U,clustalo,-,235
COX1,F,U,mafft_auto,-,235
COX1,F,U,mafft_parttree,-,235
COX1,J,P,clustalo,-,157
COX1,J,P,mafft_auto,-,157
COX1,J,P,mafft_parttree,-,157
COX1,J,K,clustalo,-,210
COX1,J,K,mafft_auto,-,210
COX1,J,K,mafft_parttree,-,210
COX1,J,B,clustalo,-,233
COX1,J,B,mafft_auto,-,233
COX1,J,B,mafft_parttree,-,233
